"birthdate","injuredDays","up15","photo2","isActive","idTeam","nick","number","insertDatetime","price","height","isNational","isExitLeague","initialPrice","fullName","photo","url","fisicStatus","imageTeam","license","idPlayer","birthplace","nationality","competitionAverage","teamNegative","numberJourney","team","isLocal","pointsJourney","keep","imageTeamNegative","position","isExtraCommunity","shortName","nameTeam","age","down15","computeMatch"
"27/10/1996",0,43.2,"0000835870_5-6_03.jpg",TRUE,13,"Normantas",2,"20250915T142624+0000",382667,"194",FALSE,FALSE,250000,"Margiris Normantas","0000835850_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/30004013","fit","logo_surnebb_pos.png","EUR",154,"Vilna","Lituania",7.7,<chr>,<int>,<chr>,<lgl>,<dbl>,7.7,"https://supermanager.acb.com/files/logo/logo_surnebb_neg.png",3,FALSE,"M. Normantas","Surne Bilbao",29,-27.9,NA
"21/06/1999",0,43.6,"0000835816_5-6_03.jpg",TRUE,13,"Jaworski",7,"20250915T142624+0000",386000,"190",FALSE,FALSE,410000,"Justin Jaworski","0000835803_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/30003944","fit","logo_surnebb_pos.png","EXT",156,"Schwenksville (Pennsylvania)","EE.UU.",7.7,<chr>,<int>,<chr>,<lgl>,<dbl>,7.7,"https://supermanager.acb.com/files/logo/logo_surnebb_neg.png",3,TRUE,"J. Jaworski","Surne Bilbao",26,-28.2,NA
"17/08/1995",0,40.5,"0000835845_5-6_03.jpg",TRUE,13,"Petrasek",18,"20250915T142624+0000",358333,"208",FALSE,FALSE,3e+05,"Luke Petrasek","0000835832_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/30003947","fit","logo_surnebb_pos.png","EUR",155,"Northport (Nueva York)","Polonia",7.2,<chr>,<int>,<chr>,<lgl>,<dbl>,7.2,"https://supermanager.acb.com/files/logo/logo_surnebb_neg.png",5,FALSE,"L. Petrasek","Surne Bilbao",30,-26.2,NA
"19/12/1998",0,38.8,"0000830145_5-6_03.jpg",TRUE,3,"Maric",25,"20250915T142623+0000",352759,"201",TRUE,FALSE,260000,"Nikola Maric","0000830141_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/20211466","fit","BASQUET-GIRONA-Logonegativo2223.png","JFL",30,"Trebinje","Bosnia y Herzegovina",7.1,<chr>,<int>,<chr>,<lgl>,<dbl>,7.1,"https://supermanager.acb.com/files/logo/BASQUET-GIRONA-Logonegativo2223.png",5,FALSE,"N. Maric","Bàsquet Girona",27,-24.7,NA
"17/07/1998",0,18.9,"0000910114_5-6_03.jpg",TRUE,3,"Karnik",13,"20260424T151547+0000",386531,"206",FALSE,FALSE,260000,"James Karnik","0000910105_5-6_03.jpg",NA,"fit","BASQUET-GIRONA-Logonegativo2223.png","EUR",327,"New Westminster","Chequia",6.9,<chr>,<int>,<chr>,<lgl>,<dbl>,12,"https://supermanager.acb.com/files/logo/BASQUET-GIRONA-Logonegativo2223.png",5,FALSE,"J. Karnik","Bàsquet Girona",27,5,NA
"18/09/2002",0,15.3,"0000902444_5-6_03.jpg",TRUE,3,"Hildreth",6,"20260402T161043+0000",326250,"195",FALSE,FALSE,3e+05,"Cameron Hildreth","0000902442_5-6_03.jpg",NA,"fit","BASQUET-GIRONA-Logonegativo2223.png","EUR",323,"Worthing","Reino Unido",6.5,<chr>,<int>,<chr>,<lgl>,<dbl>,6.5,"https://supermanager.acb.com/files/logo/BASQUET-GIRONA-Logonegativo2223.png",3,FALSE,"C. Hildreth","Bàsquet Girona",23,-2.3,NA
"10/09/2006",0,33.4,"0000835726_5-6_03.jpg",TRUE,13,"Bagayoko",13,"20250915T142624+0000",321481,"207",TRUE,FALSE,2e+05,"Bassala Bagayoko","0000835716_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/20213102","fit","logo_surnebb_pos.png","JFL",159,"Bamako","Malí",6.4,<chr>,<int>,<chr>,<lgl>,<dbl>,6.4,"https://supermanager.acb.com/files/logo/logo_surnebb_neg.png",5,FALSE,"B. Bagayoko","Surne Bilbao",19,-20.6,NA
"15/01/1996",0,33.2,"0000830230_5-6_03.jpg",TRUE,3,"Vildoza",10,"20250915T142623+0000",293667,"190",FALSE,FALSE,350000,"Pepe Vildoza","0000830223_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/30003990","fit","BASQUET-GIRONA-Logonegativo2223.png","EUR",26,"Cordoba","Italia",5.9,<chr>,<int>,<chr>,<lgl>,<dbl>,5.9,"https://supermanager.acb.com/files/logo/BASQUET-GIRONA-Logonegativo2223.png",1,FALSE,"P. Vildoza","Bàsquet Girona",30,-21.4,NA
"22/02/1995",0,29.7,"0000830126_5-6_03.jpg",TRUE,3,"Susinskas",29,"20250915T142623+0000",256129,"204",FALSE,FALSE,2e+05,"Mindaugas Susinskas","0000830114_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/30002674","fit","BASQUET-GIRONA-Logonegativo2223.png","EUR",23,"Alytus","Lituania",5.1,<chr>,<int>,<chr>,<lgl>,<dbl>,5.1,"https://supermanager.acb.com/files/logo/BASQUET-GIRONA-Logonegativo2223.png",5,FALSE,"M. Susinskas","Bàsquet Girona",31,-19.5,NA
"25/11/1997",0,12.1,"0000830099_5-6_03.jpg",TRUE,3,"Fjellerup",2,"20250915T142623+0000",270215,"198",FALSE,FALSE,440000,"Maxi Fjellerup","0000830093_5-6_03.jpg","acb.com/jugador/temporada-a-temporada/id/30001997","injured","BASQUET-GIRONA-Logonegativo2223.png","EUR",24,"Tres Arroyos","Argentina",4.3,<chr>,<int>,<chr>,<lgl>,<NULL>,8.8,"https://supermanager.acb.com/files/logo/BASQUET-GIRONA-Logonegativo2223.png",3,FALSE,"M. Fjellerup","Bàsquet Girona",28,5.6,NA
"01/10/2001",0,11.1,"0000835706_5-6_03.jpg",TRUE,13,"Sylla",20,"20250915T142624+0000",162667,"206",TRUE,FALSE,150000,"Amar Sylla","0000835694_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/30002005","fit","logo_surnebb_pos.png","JFL",161,"Dakar","Senegal",3.3,<chr>,<int>,<chr>,<lgl>,<dbl>,3.3,"https://supermanager.acb.com/files/logo/logo_surnebb_neg.png",5,FALSE,"A. Sylla","Surne Bilbao",24,-4.6,NA
"20/08/1996",0,13.3,"0000835944_5-6_03.jpg",TRUE,13,"Lazarevic",73,"20250915T142624+0000",140000,"198",FALSE,FALSE,460000,"Stefan Lazarevic","0000835933_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/30004012","fit","logo_surnebb_pos.png","EUR",150,"Belgrado","Serbia",2.8,<chr>,<int>,<chr>,<lgl>,<dbl>,2.8,"https://supermanager.acb.com/files/logo/logo_surnebb_neg.png",3,FALSE,"S. Lazarevic","Surne Bilbao",29,-7.7,NA
"08/01/2002",0,8.9,"0000830009_5-6_03.jpg",TRUE,3,"Ferrando",9,"20250915T142623+0000",93750,"184",TRUE,FALSE,180000,"Guillem Ferrando","0000830002_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/20212102","fit","BASQUET-GIRONA-Logonegativo2223.png","JFL",33,"Benifairo de la Valldigna","España",1.9,<chr>,<int>,<chr>,<lgl>,<dbl>,1.9,"https://supermanager.acb.com/files/logo/BASQUET-GIRONA-Logonegativo2223.png",1,FALSE,"G. Ferrando","Bàsquet Girona",24,-5.2,NA
"11/03/1998",0,5.8,"0000835675_5-6_03.jpg",TRUE,13,"Font",22,"20250915T142624+0000",57308,"194",TRUE,FALSE,130000,"Aleix Font","0000835664_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/20210147","fit","logo_surnebb_pos.png","JFL",160,"Barcelona","España",1.1,<chr>,<int>,<chr>,<lgl>,<dbl>,1.1,"https://supermanager.acb.com/files/logo/logo_surnebb_neg.png",3,FALSE,"A. Font","Surne Bilbao",28,-3.5,NA
"11/01/2007",0,4,"0000829988_5-6_03.jpg",TRUE,3,"Sanmartín",17,"20260308T135249+0000",86700,"199",TRUE,FALSE,120000,"Enric Sanmartín","0000829982_5-6_03.jpg",NA,"fit","BASQUET-GIRONA-Logonegativo2223.png","JFL",312,"Barcelona","España",1,<chr>,<int>,<chr>,<lgl>,<NULL>,3.2,"https://supermanager.acb.com/files/logo/BASQUET-GIRONA-Logonegativo2223.png",3,FALSE,"E. Sanmartín","Bàsquet Girona",19,2.4,NA
"20/08/2006",0,7.7,"0000894251_5-6_03.jpg",TRUE,3,"Brunot",20,"20260308T195249+0000",66334,"198",FALSE,FALSE,130000,"Khory Brunot","0000894250_5-6_03.jpg",NA,"fit","BASQUET-GIRONA-Logonegativo2223.png","EUR",313,"Marseille","Francia",0.5,<chr>,<int>,<chr>,<lgl>,<NULL>,6.3,"https://supermanager.acb.com/files/logo/BASQUET-GIRONA-Logonegativo2223.png",3,FALSE,"K. Brunot","Bàsquet Girona",19,4.9,NA
"01/05/2006",0,4.7,"0000835690_5-6_03.jpg",TRUE,13,"Zecevic",12,"20251004T165835+0000",102000,"208",FALSE,FALSE,120000,"Aleksandar Zecevic","0000835686_5-6_03.jpg",NA,"fit","logo_surnebb_pos.png","EUR",246,"Prokuplje","Serbia",0,<chr>,<int>,<chr>,<lgl>,<NULL>,4.1,"https://supermanager.acb.com/files/logo/logo_surnebb_neg.png",5,FALSE,"A. Zecevic","Surne Bilbao",20,3.5,NA
"30/07/2007",0,5.5,"defaultBody.jpg",TRUE,13,"Errasti",5,"20251203T210955+0000",79475,"190",TRUE,FALSE,110000,"Bingen Errasti","defaultFace.jpg",NA,"fit","logo_surnebb_pos.png","JFL",260,"Arrasate (Gipuzkoa)","España",0,<chr>,<int>,<chr>,<lgl>,<NULL>,4.8,"https://supermanager.acb.com/files/logo/logo_surnebb_neg.png",1,FALSE,"B. Errasti","Surne Bilbao",18,4.1,NA
"11/09/2005",0,2.5,"defaultBody.jpg",TRUE,13,NA,9,"20260125T015028+0000",110000,"201",TRUE,FALSE,110000,"Urko Madariaga","0000851921_5-6_03.jpg",NA,"fit","logo_surnebb_pos.png","JFL",287,"Portugalete","España",0,<chr>,<int>,<chr>,<lgl>,<NULL>,2.2,"https://supermanager.acb.com/files/logo/logo_surnebb_neg.png",5,FALSE,"U. Madariaga","Surne Bilbao",20,1.9,NA
"18/03/2006",0,2.5,"0000890645_5-6_03.jpg",TRUE,3,"Soler",16,"20260215T215852+0000",110000,"197",TRUE,FALSE,110000,"Izan Soler","0000890642_5-6_03.jpg",NA,"fit","BASQUET-GIRONA-Logonegativo2223.png","JFL",302,"Lliça d'Amunt","España",0,<chr>,<int>,<chr>,<lgl>,<NULL>,2.2,"https://supermanager.acb.com/files/logo/BASQUET-GIRONA-Logonegativo2223.png",5,FALSE,"I. Soler","Bàsquet Girona",20,1.9,NA
"16/10/2007",0,2.8,"defaultBody.jpg",TRUE,13,"Mintegui",6,"20260306T135254+0000",120000,"191",TRUE,FALSE,120000,"Aimar Mintegui","0000851783_5-6_03.jpg",NA,"fit","logo_surnebb_pos.png","JFL",308,"Barakaldo","España",0,<chr>,<int>,<chr>,<lgl>,<NULL>,2.4,"https://supermanager.acb.com/files/logo/logo_surnebb_neg.png",3,FALSE,"A. Mintegui","Surne Bilbao",18,2,NA
"08/04/1997",0,94.5,"0000834014_5-6_03.jpg",TRUE,15,"Batemon",1,"20250915T142625+0000",836667,"185",FALSE,FALSE,7e+05,"James Batemon","0000834006_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/30003914","fit","2425HioposLleida_positivo.png","EXT",183,"Wisconsin","EE.UU.",16.7,<chr>,<int>,<chr>,<lgl>,<dbl>,16.7,"https://supermanager.acb.com/files/logo/2425HioposLleida_positivo.png",3,TRUE,"J. Batemon","Hiopos Lleida",29,-61.1,NA
"25/06/1992",0,92.1,"0000828698_5-6_03.jpg",TRUE,17,"Pustovyi",99,"20250915T142625+0000",774063,"219",FALSE,FALSE,650000,"Artem Pustovyi","0000828683_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/20211643","fit","75593.png","EUR",206,"Sofiyivka","Ucrania",15.5,<chr>,<int>,<chr>,<lgl>,<dbl>,15.5,"https://supermanager.acb.com/files/logo/75539.png",5,FALSE,"A. Pustovyi","MoraBanc Andorra",33,-61.2,NA
"28/12/1998",0,45.2,"0000890653_5-6_03.jpg",TRUE,17,"Rice",10,"20260306T195255+0000",765833,"191",FALSE,FALSE,460000,"Sir'Jabari Rice","0000890652_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/30005318","fit","75593.png","EXT",309,"Texas","EE.UU.",15.3,<chr>,<int>,<chr>,<lgl>,<dbl>,15.3,"https://supermanager.acb.com/files/logo/75539.png",3,TRUE,"J. Rice","MoraBanc Andorra",27,-14.6,NA
"19/07/1994",0,83.8,"0000828942_5-6_03.jpg",TRUE,17,"Evans",0,"20250915T142625+0000",741333,"185",FALSE,FALSE,640000,"Shannon Evans","0000828925_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/30001134","fit","75593.png","COT",203,"Connecticut","Guinea",14.8,<chr>,<int>,<chr>,<lgl>,<dbl>,14.8,"https://supermanager.acb.com/files/logo/75539.png",1,FALSE,"S. Evans","MoraBanc Andorra",31,-54.1,NA
"04/03/1991",0,81.5,"0000834142_5-6_03.jpg",TRUE,15,"Ejim",3,"20250915T142625+0000",702258,"201",FALSE,FALSE,250000,"Melvin Ejim","0000834116_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/30000049","fit","2425HioposLleida_positivo.png","COT",177,"Toronto","Nigeria",14,<chr>,<int>,<chr>,<lgl>,<dbl>,14,"https://supermanager.acb.com/files/logo/2425HioposLleida_positivo.png",3,FALSE,"M. Ejim","Hiopos Lleida",35,-53.4,NA
"20/05/1994",0,78.7,"0000834215_5-6_03.jpg",TRUE,15,"Paulí",5,"20250915T142625+0000",661250,"201",TRUE,FALSE,520000,"Oriol Paulí","0000834205_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/20209098","fit","2425HioposLleida_positivo.png","JFL",185,"Girona","España",13.2,<chr>,<int>,<chr>,<lgl>,<dbl>,13.2,"https://supermanager.acb.com/files/logo/2425HioposLleida_positivo.png",3,FALSE,"O. Paulí","Hiopos Lleida",32,-52.2,NA
"25/08/1989",0,60.1,"0000828811_5-6_03.jpg",TRUE,17,"Kuric",24,"20250915T142625+0000",531667,"193",FALSE,FALSE,3e+05,"Kyle Kuric","0000828802_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/20210232","fit","75593.png","EUR",208,"Evansville (Indiana)","Eslovaquia",10.6,<chr>,<int>,<chr>,<lgl>,<dbl>,10.6,"https://supermanager.acb.com/files/logo/75539.png",3,FALSE,"K. Kuric","MoraBanc Andorra",36,-38.8,NA
"02/04/1996",0,50.1,"0000833974_5-6_03.jpg",TRUE,15,"Golomán",7,"20250915T142625+0000",527083,"210",FALSE,FALSE,350000,"Gyorgy Goloman","0000833958_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/30002719","injured","2425HioposLleida_positivo.png","EUR",181,"Szombathely","Hungría",10.5,<chr>,<int>,<chr>,<lgl>,<dbl>,10.5,"https://supermanager.acb.com/files/logo/2425HioposLleida_positivo.png",5,FALSE,"G. Golomán","Hiopos Lleida",30,-29,NA
"11/02/1992",0,43.1,"0000828890_5-6_03.jpg",TRUE,17,"Luz",5,"20250915T142625+0000",426923,"188",TRUE,FALSE,240000,"Rafa Luz","0000828872_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/20200274","fit","75593.png","JFL",209,"Araçatuba","España",8.5,<chr>,<int>,<chr>,<lgl>,<dbl>,8.5,"https://supermanager.acb.com/files/logo/75539.png",1,FALSE,"R. Luz","MoraBanc Andorra",34,-26,NA
"10/04/1991",0,42,"0000828973_5-6_03.jpg",TRUE,17,"Okoye",11,"20250915T142625+0000",415769,"198",FALSE,FALSE,220000,"Stan Okoye","0000828957_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/20212966","fit","75593.png","COT",205,"Raleigh (Carolina del Norte)","Nigeria",8.3,<chr>,<int>,<chr>,<lgl>,<dbl>,8.3,"https://supermanager.acb.com/files/logo/75539.png",3,FALSE,"S. Okoye","MoraBanc Andorra",35,-25.4,NA
"30/01/1998",0,23.8,"0000831266_5-6_03.jpg",TRUE,15,"García",6,"20250915T142624+0000",404167,"185",TRUE,FALSE,120000,"Dani García","0000897620_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/30000015","fit","2425HioposLleida_positivo.png","JFL",110,"Mataró","España",8.1,<chr>,<int>,<chr>,<lgl>,<dbl>,8.1,"https://supermanager.acb.com/files/logo/2425HioposLleida_positivo.png",1,FALSE,"D. García","Hiopos Lleida",28,-7.7,NA
"21/12/1998",0,44.5,"0000833876_5-6_03.jpg",TRUE,15,"Krutwig",25,"20250915T142625+0000",394000,"206",FALSE,FALSE,390000,"Cameron Krutwig","0000833868_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/30003965","fit","2425HioposLleida_positivo.png","EXT",182,"Algoquin, Illinois","EE.UU.",7.9,<chr>,<int>,<chr>,<lgl>,<dbl>,7.9,"https://supermanager.acb.com/files/logo/2425HioposLleida_positivo.png",5,TRUE,"C. Krutwig","Hiopos Lleida",27,-28.8,NA
"31/12/1998",0,40.4,"0000833831_5-6_03.jpg",TRUE,15,"Diagne",12,"20250915T142625+0000",348387,"215",TRUE,FALSE,340000,"Atoumane Diagne","0000833819_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/20211460","fit","2425HioposLleida_positivo.png","JFL",186,"Dakar","Senegal",7,<chr>,<int>,<chr>,<lgl>,<dbl>,7,"https://supermanager.acb.com/files/logo/2425HioposLleida_positivo.png",5,FALSE,"A. Diagne","Hiopos Lleida",27,-26.5,NA
"30/04/1990",0,35.6,"0000834049_5-6_03.jpg",TRUE,15,"Shurna",22,"20250915T142625+0000",342222,"204",FALSE,FALSE,440000,"John Shurna","0000834038_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/20210670","fit","2425HioposLleida_positivo.png","EUR",180,"Glen Ellyn (Illinois)","Lituania",6.8,<chr>,<int>,<chr>,<lgl>,<dbl>,6.8,"https://supermanager.acb.com/files/logo/2425HioposLleida_positivo.png",5,FALSE,"J. Shurna","Hiopos Lleida",36,-21.9,NA
"01/09/1992",0,39,"0000828636_5-6_03.jpg",TRUE,17,"Best",3,"20250915T142625+0000",336129,"193",FALSE,FALSE,470000,"Aaron Best","0000828623_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/30003968","fit","75593.png","COT",202,"Toronto","Barbados",6.7,<chr>,<int>,<chr>,<lgl>,<dbl>,6.7,"https://supermanager.acb.com/files/logo/75539.png",3,FALSE,"A. Best","MoraBanc Andorra",33,-25.5,NA
"07/05/1999",0,34.9,"0000829011_5-6_03.jpg",TRUE,17,"Pons",35,"20250915T142625+0000",326071,"200",FALSE,FALSE,230000,"Yves Pons","0000828989_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/30002671","fit","75593.png","EUR",207,"Puerto Príncipe","Francia",6.5,<chr>,<int>,<chr>,<lgl>,<dbl>,6.5,"https://supermanager.acb.com/files/logo/75539.png",5,FALSE,"Y. Pons","MoraBanc Andorra",27,-21.8,NA
"07/01/2001",0,33.9,"0000828792_5-6_03.jpg",TRUE,17,"McKoy",22,"20250915T142625+0000",3e+05,"203",FALSE,FALSE,490000,"Justin Mckoy","0000828776_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/30003969","fit","75593.png","EXT",201,"Raleigh (Carolina del Norte)","EE.UU.",6,<chr>,<int>,<chr>,<lgl>,<dbl>,6,"https://supermanager.acb.com/files/logo/75539.png",5,TRUE,"J. McKoy","MoraBanc Andorra",25,-21.9,NA
"31/08/1994",0,33.9,"0000833848_5-6_03.jpg",TRUE,15,"Agada",4,"20250915T142625+0000",285000,"193",FALSE,FALSE,450000,"Caleb Agada","0000833839_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/30003988","fit","2425HioposLleida_positivo.png","COT",176,"Lafia","Nigeria",5.7,<chr>,<int>,<chr>,<lgl>,<dbl>,5.7,"https://supermanager.acb.com/files/logo/2425HioposLleida_positivo.png",3,FALSE,"C. Agada","Hiopos Lleida",31,-22.5,NA
"16/09/2002",0,26.5,"0000834191_5-6_03.jpg",TRUE,15,"Jiménez",16,"20250915T142625+0000",262308,"199",TRUE,FALSE,170000,"Millán Jiménez","0000834177_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/20212139","fit","2425HioposLleida_positivo.png","JFL",184,"Calahorra","España",5.2,<chr>,<int>,<chr>,<lgl>,<dbl>,5.2,"https://supermanager.acb.com/files/logo/2425HioposLleida_positivo.png",3,FALSE,"M. Jiménez","Hiopos Lleida",23,-16,NA
"26/03/2000",0,6,"0000827194_5-6_03.jpg",TRUE,17,"Castañeda",1,"20250915T142625+0000",194448,"184",FALSE,FALSE,480000,"Xavier Castañeda","0000903864_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/30003967","injured","75593.png","EUR",216,"Chicago (Illinois)","Bosnia y Herzegovina",4.4,<chr>,<int>,<chr>,<lgl>,<NULL>,-2.2,"https://supermanager.acb.com/files/logo/75539.png",1,FALSE,"X. Castañeda","MoraBanc Andorra",26,-10.3,NA
"28/04/2003",0,4.3,"0000902454_5-6_03.jpg",TRUE,15,"Rodriguez",13,"20260328T221049+0000",189750,"194",TRUE,FALSE,250000,"Adria Rodriguez","0000902449_5-6_03.jpg","https://www.acb.com/es/liga/jugadores/adria-rodriguez-i-30005324/partidos","fit","2425HioposLleida_positivo.png","JFL",320,"Sant Just Desvern","España",4.4,<chr>,<int>,<chr>,<lgl>,<dbl>,-0.2,"https://supermanager.acb.com/files/logo/2425HioposLleida_positivo.png",1,FALSE,"A. Rodriguez","Hiopos Lleida",23,-4.8,NA
"01/02/1999",0,25.2,"0000834151_5-6_03.jpg",TRUE,15,"Sanz",14,"20250915T142625+0000",217097,"199",TRUE,FALSE,190000,"Mikel Sanz","0000834147_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/20212478","fit","2425HioposLleida_positivo.png","JFL",187,"San Sebastián","España",4.3,<chr>,<int>,<chr>,<lgl>,<dbl>,4.3,"https://supermanager.acb.com/files/logo/2425HioposLleida_positivo.png",3,FALSE,"M. Sanz","Hiopos Lleida",27,-16.5,NA
"25/03/2003",0,18.7,"0000866306_5-6_03.jpg",TRUE,17,"Kostadinov",15,"20250915T142624+0000",191200,"203",TRUE,FALSE,130000,"Kostas Kostadinov","0000903862_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/30003367","fit","75593.png","JFL",134,"Burgas","Bulgaria",3.8,<chr>,<int>,<chr>,<lgl>,<dbl>,3.8,"https://supermanager.acb.com/files/logo/75539.png",5,FALSE,"K. Kostadinov","MoraBanc Andorra",23,-11.1,NA
"05/08/1992",0,21.2,"0000833905_5-6_03.jpg",TRUE,15,"Walden",2,"20250915T142625+0000",182903,"188",FALSE,FALSE,3e+05,"Corey Walden","0000833894_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/30003406","fit","2425HioposLleida_positivo.png","EUR",178,"Daytona Beach (Florida)","Serbia",3.7,<chr>,<int>,<chr>,<lgl>,<dbl>,3.7,"https://supermanager.acb.com/files/logo/2425HioposLleida_positivo.png",3,FALSE,"C. Walden","Hiopos Lleida",33,-13.9,NA
"22/10/1995",0,19.1,"0000828918_5-6_03.jpg",TRUE,17,"Guerrero",32,"20250915T142625+0000",169333,"213",TRUE,FALSE,150000,"Rubén Guerrero","0000828899_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/20210707","fit","75593.png","JFL",210,"Marbella","España",3.4,<chr>,<int>,<chr>,<lgl>,<dbl>,3.4,"https://supermanager.acb.com/files/logo/75539.png",5,FALSE,"R. Guerrero","MoraBanc Andorra",30,-12.4,NA
"13/08/1997",0,16.2,"0000828738_5-6_03.jpg",TRUE,17,"Ortega",13,"20250915T142625+0000",139677,"190",TRUE,FALSE,190000,"Chumi Ortega","0000828718_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/20210959","fit","75593.png","JFL",211,"Yecla","España",2.8,<chr>,<int>,<chr>,<lgl>,<dbl>,2.8,"https://supermanager.acb.com/files/logo/75539.png",3,FALSE,"C. Ortega","MoraBanc Andorra",28,-10.6,NA
"11/07/2006",0,2.9,"0000833997_5-6_03.jpg",TRUE,15,"Dabo",52,"20251004T225836+0000",1e+05,"205",TRUE,FALSE,120000,"Ibou Dabo","0000833986_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/30003465","fit","2425HioposLleida_positivo.png","JFL",247,"Tambacounda","Senegal",2,<chr>,<int>,<chr>,<lgl>,<NULL>,2,"https://supermanager.acb.com/files/logo/2425HioposLleida_positivo.png",5,FALSE,"I. Dabo","Hiopos Lleida",19,1.1,NA
"24/12/2007",0,2.5,"defaultBody.jpg",TRUE,15,"Torrens",55,"20260201T155854+0000",110000,"190",TRUE,FALSE,110000,"Pau Torrens","0000858514_5-6_03.jpg",NA,"fit","2425HioposLleida_positivo.png","JFL",292,"Palma de Mallorca","España",0,<chr>,<int>,<chr>,<lgl>,<NULL>,2.2,"https://supermanager.acb.com/files/logo/2425HioposLleida_positivo.png",1,FALSE,"P. Torrens","Hiopos Lleida",18,1.9,NA
"25/03/2004",0,9.7,"0000828667_5-6_03.jpg",TRUE,17,"Ganal",8,"20250930T143801+0000",41487,"185",TRUE,FALSE,110000,"Aaron Ganal","0000828655_5-6_03.jpg",NA,"fit","75593.png","JFL",238,"Andorra la Vella","Andorra",-0.5,<chr>,<int>,<chr>,<lgl>,<NULL>,8.8,"https://supermanager.acb.com/files/logo/75539.png",1,FALSE,"A. Ganal","MoraBanc Andorra",22,7.9,NA
"30/07/2004",0,5.3,"0000834241_5-6_03.jpg",TRUE,15,"Rios",50,"20260125T135029+0000",93500,"190",TRUE,FALSE,110000,"Pol Rios","0000834248_5-6_03.jpg",NA,"fit","2425HioposLleida_positivo.png","JFL",288,"Badalona","España",-1,<chr>,<int>,<chr>,<lgl>,<NULL>,4.7,"https://supermanager.acb.com/files/logo/2425HioposLleida_positivo.png",1,FALSE,"P. Rios","Hiopos Lleida",21,4.2,NA
"09/08/1999",0,113.6,"0000831292_5-6_03.jpg",TRUE,9,"DeJulius",5,"20250915T142624+0000",954375,"183",FALSE,FALSE,470000,"David DeJulius","0000831275_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/30003940","fit","2425UCAMMurciapositivo.png","EUR",101,"Detroit (Michigan)","Eslovaquia",19.1,<chr>,<int>,<chr>,<lgl>,<dbl>,19.1,"https://supermanager.acb.com/files/logo/2425UCAMMurcianegativo.png",1,FALSE,"D. DeJulius","UCAM Murcia",26,-75.4,NA
"28/04/1997",0,95,"0000826212_5-6_03.jpg",TRUE,10,"Yusta",4,"20250915T142624+0000",888214,"200",TRUE,FALSE,440000,"Santi Yusta","0000826197_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/20210918","fit","2425CasademontZaragoza.png","JFL",121,"Madrid","España",17.8,<chr>,<int>,<chr>,<lgl>,<dbl>,17.8,"https://supermanager.acb.com/files/logo/2425CasademontZaragoza.png",3,FALSE,"S. Yusta","Casademont Zaragoza",29,-59.5,NA
